PDB_1	PDB_2	Len_PDB_1	Len_PDB_2	Coverage	RMSD	I(A)	NULL(S)	NULL(T)	I(TgSA)	NULL(T)-I(TgSA)	NULL(S & T)	I(A & <S,T>)	Compression
ORF2-class10-full	ORF2-class11-thumb	1275	84	81	1.539	78.749	44620.196	2901.222	2613.566	287.656	47521.418	47301.757	219.661
ORF2-class10-full	ORF2-class20-wrist	1275	201	193	1.513	58.713	44620.196	7068.299	6260.767	807.532	51688.494	50928.922	759.573
ORF2-class10-full	ORF2-class11-RT	1275	420	416	0.496	111.772	44620.196	14617.060	12741.508	1875.552	59237.256	57462.722	1774.534
ORF2-class10-full	ORF2-class13-thumb	1275	84	77	1.473	72.243	44620.196	2880.466	2585.594	294.873	47500.662	47267.279	233.383
ORF2-class10-full	ORF2-class07-tower	1275	201	117	3.765	124.415	44620.196	7038.804	6684.298	354.506	51659.000	51418.155	240.845
ORF2-class10-full	ORF2-class15-thumb	1275	84	79	1.149	56.804	44620.196	2883.521	2599.597	283.924	47503.717	47265.843	237.874
ORF2-class10-full	ORF2-class11-wrist	1275	201	193	1.239	58.713	44620.196	7070.028	6258.308	811.719	51690.223	50926.463	763.760
ORF2-class10-full	ORF2-class17-tower	1275	201	97	1.710	109.410	44620.196	7042.089	6696.254	345.835	51662.284	51415.105	247.179
ORF2-class10-full	ORF2-class08-tower	1275	201	97	1.479	109.358	44620.196	7033.134	6670.559	362.575	51653.329	51389.359	263.970
ORF2-class10-full	pdb1h4s_A_bioassembly	1275	473	0	0.000	39.781	44620.196	16623.739	16623.739	0.000	61243.934	61290.724	-46.790
ORF2-class10-full	ORF2-class12-fingers	1275	118	118	0.000	53.180	44620.196	4061.188	3544.641	516.548	48681.384	48207.262	474.121
ORF2-class10-full	ORF2-class17-wrist	1275	201	192	1.276	58.982	44620.196	7084.026	6243.168	840.858	51704.221	50911.592	792.629
ORF2-class10-full	pdb4pqu_B_bioassembly	1275	412	100	3.274	164.579	44620.196	14449.584	14203.903	245.681	59069.779	58977.923	91.856
ORF2-class10-full	ORF2-class06-wrist	1275	201	194	1.482	72.289	44620.196	7080.893	6270.208	810.685	51701.089	50951.939	749.150
ORF2-class10-full	pdb4k50_A_bioassembly	1275	460	223	3.119	317.606	44620.196	16165.198	15640.647	524.551	60785.394	60567.695	217.699
ORF2-class10-full	ORF2-class11-palm	1275	218	218	0.000	54.186	44620.196	7611.973	6592.160	1019.812	52232.168	51255.789	976.379
ORF2-class10-full	ORF2-class04-wrist	1275	201	192	1.228	58.982	44620.196	7072.663	6258.513	814.150	51692.859	50926.936	765.922
ORF2-class10-full	ORF2-class01-full	1275	1275	740	1.380	261.497	44620.196	44648.019	41893.999	2754.020	89268.215	86764.938	2503.276
ORF2-class10-full	pdb7r06_A_bioassembly	1275	597	199	2.988	202.811	44620.196	20796.948	20301.636	495.313	65417.144	65113.888	303.256
ORF2-class10-full	ORF2-class02-full	1275	1275	740	1.380	261.497	44620.196	44648.019	41893.999	2754.020	89268.215	86764.938	2503.276
ORF2-class10-full	ORF2-class01-C	1275	214	214	1.499	64.492	44620.196	7429.831	6620.553	809.279	52050.027	51294.487	755.540
ORF2-class10-full	ORF2-thumb	1275	84	80	1.578	72.062	44620.196	2871.452	2589.662	281.791	47491.648	47271.165	220.483
ORF2-class10-full	ORF2-class13-RT	1275	420	420	1.369	54.660	44620.196	14596.304	13176.119	1420.185	59216.500	57840.221	1376.279
ORF2-class10-full	ORF2-class17-palm	1275	218	218	0.000	54.186	44620.196	7611.973	6592.160	1019.812	52232.168	51255.789	976.379
ORF2-class10-full	ORF2-class20-palm	1275	218	218	0.000	54.186	44620.196	7611.973	6592.160	1019.812	52232.168	51255.789	976.379
ORF2-class10-full	ORF2-class10-RT	1275	420	420	0.000	54.660	44620.196	14624.608	12701.438	1923.170	59244.804	57365.540	1879.264
ORF2-class10-full	pdb5tsn_A_bioassembly	1275	500	282	3.724	371.895	44620.196	17480.605	16894.888	585.716	62100.800	61876.225	224.575
ORF2-class10-full	ORF2-class11-full	1275	1275	926	5.901	178.713	44621.884	44620.196	42034.126	2586.069	89242.079	86823.969	2418.110
ORF2-class10-full	ORF2-palm	1275	218	218	0.340	54.186	44620.196	7609.145	6388.739	1220.406	52229.341	51052.368	1176.973
ORF2-class10-full	ORF2-class04-fingers	1275	118	118	0.000	53.180	44620.196	4061.188	3544.641	516.548	48681.384	48207.262	474.121
ORF2-class10-full	ORF2-class14-palm	1275	218	218	0.000	54.186	44620.196	7611.973	6592.160	1019.812	52232.168	51255.789	976.379
ORF2-class10-full	ORF2-class04-full	1275	1275	691	1.359	197.560	44620.196	44602.674	41963.436	2639.237	89222.869	86770.438	2452.431
ORF2-class10-full	pdb4pqu_A,B_bioassembly	1275	957	0	0.000	41.081	44620.196	33655.789	33655.789	0.000	78275.984	78324.074	-48.090
ORF2-class10-full	ORF2-class14-RT	1275	420	416	0.460	102.925	44620.196	14602.366	12740.949	1861.417	59222.562	57453.316	1769.246
ORF2-class10-full	ORF2-crystal-full	1275	697	587	1.499	218.412	44620.196	24310.906	22199.490	2111.415	68931.101	67027.344	1903.757
ORF2-class10-full	ORF2-class15-wrist	1275	201	199	1.144	73.071	44620.196	7064.710	6240.483	824.227	51684.905	50922.996	761.910
ORF2-class10-full	ORF2-class08-thumb	1275	84	79	1.086	56.804	44620.196	2894.454	2623.461	270.992	47514.649	47289.707	224.942
ORF2-class10-full	ORF2-class04-palm	1275	218	218	0.000	54.186	44620.196	7611.973	6592.160	1019.812	52232.168	51255.789	976.379
ORF2-class10-full	ORF2-class15-N	1275	239	237	1.547	53.950	44620.196	8420.752	7572.932	847.820	53040.947	52236.323	804.624
ORF2-class10-full	pdb4wta_A_bioassembly	1275	535	283	3.309	305.621	44620.196	18715.109	18081.375	633.734	63335.304	62996.438	338.866
ORF2-class10-full	pdb1mu2_B_bioassembly	1275	402	97	3.911	184.513	44620.196	14131.938	13929.942	201.995	58752.133	58723.897	28.236
ORF2-class10-full	pdb5g2x_C_bioassembly	1275	486	268	3.796	412.637	44620.196	17566.509	16994.673	571.837	62186.705	62016.752	169.953
ORF2-class10-full	ORF2-class17-fingers	1275	118	118	0.000	53.180	44620.196	4061.188	3544.641	516.548	48681.384	48207.262	474.121
ORF2-class10-full	pdb7y38_A,B,C_bioassembly	1413	1275	0	0.000	41.785	49774.670	44620.196	44620.196	0.000	94394.865	94443.659	-48.794
ORF2-class10-full	ORF2-class06-N	1275	239	238	1.213	51.715	44620.196	8441.087	7606.709	834.378	53061.282	52267.865	793.417
ORF2-class10-full	ORF2-class02-thumb	1275	84	77	1.405	83.851	44620.196	2888.335	2609.272	279.063	47508.530	47302.564	205.966
ORF2-class10-full	pdb7pks-bundle2_full	1275	317	0	0.000	39.023	44620.196	11168.256	11168.256	0.000	55788.452	55834.485	-46.033
ORF2-class10-full	ORF2-class17-RT	1275	420	414	1.540	89.266	44620.196	14629.262	13264.550	1364.712	59249.458	57963.258	1286.200
ORF2-class10-full	ORF2-fingers	1275	118	118	0.167	53.180	44620.196	4064.425	3470.786	593.639	48684.620	48133.408	551.212
ORF2-class10-full	pdb6oe7_A_bioassembly	1275	258	0	0.000	38.628	44620.196	9154.894	9154.894	0.000	53775.090	53820.727	-45.637
ORF2-class10-full	ORF2-class03-thumb	1275	84	77	1.799	57.598	44620.196	2883.231	2616.459	266.772	47503.426	47283.499	219.927
ORF2-class10-full	ORF2-class19-thumb	1275	84	76	1.412	83.675	44620.196	2875.052	2595.200	279.852	47495.248	47288.316	206.931
ORF2-class10-full	pdb1mu2_A,B_bioassembly	1275	940	0	0.000	41.048	44620.196	33073.124	33073.124	0.000	77693.319	77741.377	-48.058
ORF2-class10-full	pdb4cgz_A_bioassembly	1275	629	0	0.000	40.311	44620.196	22153.210	22153.210	0.000	66773.406	66820.726	-47.320
ORF2-class10-full	ORF2-crystal-RT	1275	407	405	0.947	80.289	44620.196	14151.895	12588.270	1563.626	58772.091	57278.001	1494.090
ORF2-class10-full	ORF2-class16-palm	1275	218	218	0.000	54.186	44620.196	7611.973	6592.160	1019.812	52232.168	51255.789	976.379
ORF2-class10-full	ORF2-crystal-fingers	1275	118	118	0.488	53.180	44620.196	4068.465	3434.054	634.410	48688.660	48096.676	591.984
ORF2-class10-full	pdb2r92_A,B,C,D,E,F,G,H,I,J,K,L_bioassembly	3926	1275	0	0.000	43.590	141282.796	44620.196	44620.196	0.000	185902.992	185953.591	-50.600
ORF2-class10-full	ORF2-class06-full	1275	1275	706	1.416	177.132	44620.196	44662.129	41977.448	2684.680	89282.324	86764.022	2518.302
ORF2-class10-full	ORF2-full	1275	1275	931	4.515	201.710	44355.184	44620.196	42028.171	2592.024	88975.379	86574.312	2401.067
ORF2-class10-full	ORF2-class19-RT	1275	420	416	1.984	58.478	44620.196	14590.890	13270.105	1320.786	59211.086	57938.025	1273.061
ORF2-class10-full	ORF2-class05-RT	1275	420	420	1.696	54.660	44620.196	14606.764	13212.210	1394.555	59226.960	57876.311	1350.649
ORF2-class10-full	ORF2-wrist	1275	201	189	1.933	59.615	44620.196	7022.779	6334.543	688.236	51642.975	51003.600	639.375
ORF2-class10-full	ORF2-class14-full	1275	1275	706	1.291	201.586	44578.540	44620.196	42016.809	2603.387	89198.736	86786.181	2412.555
ORF2-class10-full	pdb7xi9_A_bioassembly	1275	869	0	0.000	40.905	44620.196	30917.502	30917.502	0.000	75537.698	75585.612	-47.914
ORF2-class10-full	ORF2-RT	1275	420	420	1.492	80.171	44620.196	14586.915	13047.977	1538.938	59207.111	57737.590	1469.521
ORF2-class10-full	ORF2-class09-thumb	1275	84	78	1.646	68.371	44620.196	2884.636	2601.961	282.676	47504.832	47279.774	225.058
ORF2-class10-C	ORF2-class11-N	239	214	0	0.000	35.144	8417.778	7410.500	7410.500	0.000	15828.278	15870.431	-42.153
ORF2-class10-C	ORF2-class02-tower	214	201	49	2.362	62.375	7410.500	7044.950	6897.009	147.941	14455.450	14362.466	92.984
ORF2-class10-C	pdb4mh8_A_bioassembly	453	214	62	4.308	95.904	15980.341	7410.500	7281.225	129.274	23390.840	23348.617	42.223
ORF2-class10-C	ORF2-class02-wrist	214	201	39	5.499	90.198	7410.500	7061.694	6974.221	87.473	14472.193	14467.501	4.692
ORF2-class10-C	ORF2-class10-tower	214	201	39	1.699	69.871	7410.500	7011.342	6890.793	120.549	14421.842	14363.745	58.096
ORF2-class10-C	pdb4u1c_A,B_bioassembly	271	214	41	1.782	70.338	9435.257	7410.500	7294.944	115.555	16845.757	16792.663	53.093
ORF2-class10-C	ORF2-class09-N	239	214	0	0.000	35.144	8434.182	7410.500	7410.500	0.000	15844.682	15886.835	-42.153
ORF2-class10-C	ORF2-class20-C	214	214	212	0.887	45.137	7418.366	7410.500	6723.870	686.630	14828.865	14179.955	648.911
ORF2-class10-C	ORF2-class19-N	239	214	0	0.000	35.144	8427.525	7410.500	7410.500	0.000	15838.024	15880.177	-42.153
ORF2-class10-C	ORF2-class12-N	239	214	0	0.000	35.144	8433.231	7410.500	7410.500	0.000	15843.731	15885.884	-42.153
ORF2-class10-C	ORF2-class09-C	214	214	212	0.374	29.372	7410.500	7417.784	6457.703	960.081	14828.284	13890.157	938.127
ORF2-class10-C	ORF2-class01-tower	214	201	49	2.362	62.375	7410.500	7044.950	6897.009	147.941	14455.450	14362.466	92.984
ORF2-class10-C	ORF2-class17-C	214	214	214	1.555	24.878	7411.350	7410.500	6616.777	793.723	14821.850	14045.587	776.263
ORF2-class10-C	ORF2-class02-RT	420	214	68	7.941	120.698	14604.173	7410.500	7243.945	166.555	22014.672	21960.104	54.568
ORF2-class10-C	ORF2-class05-wrist	214	201	56	3.302	145.798	7410.500	7063.668	6903.280	160.388	14474.168	14452.160	22.007
ORF2-class10-C	ORF2-class12-C	214	214	212	0.454	37.776	7405.187	7410.500	6438.832	971.668	14815.687	13874.376	941.310
ORF2-class10-C	ORF2-class11-fingers	214	118	30	1.843	81.007	7410.500	4061.188	3954.387	106.801	11471.688	11438.476	33.212
ORF2-class10-C	ORF2-class07-thumb	214	84	39	1.537	79.140	7410.500	2903.124	2766.821	136.304	10313.624	10249.042	64.581
ORF2-class10-C	ORF2-class12-thumb	214	84	39	1.537	79.140	7410.500	2880.890	2744.586	136.304	10291.389	10226.808	64.581
ORF2-class10-C	pdb7v9u_A_bioassembly	309	214	55	3.050	79.573	10816.655	7410.500	7280.416	130.084	18227.155	18168.516	58.639
ORF2-class10-C	ORF2-class01-N	239	214	0	0.000	35.144	8423.760	7410.500	7410.500	0.000	15834.259	15876.412	-42.153
ORF2-class10-C	ORF2-class20-fingers	214	118	30	1.843	81.007	7410.500	4061.188	3954.387	106.801	11471.688	11438.476	33.212
ORF2-class10-C	pdb4hkq_A_bioassembly	441	214	43	2.211	99.437	15688.746	7410.500	7297.548	112.951	23099.246	23076.929	22.317
ORF2-class10-C	ORF2-class06-fingers	214	118	30	1.843	81.007	7410.500	4061.188	3954.387	106.801	11471.688	11438.476	33.212
ORF2-class10-C	ORF2-class04-tower	214	201	57	3.176	81.713	7410.500	7012.994	6859.622	153.372	14423.493	14344.417	79.076
ORF2-class10-C	ORF2-class07-wrist	214	201	57	5.494	129.627	7410.500	7055.154	6915.669	139.485	14465.654	14448.378	17.275
ORF2-class10-C	ORF2-class06-RT	420	214	68	7.941	120.698	14612.702	7410.500	7243.945	166.555	22023.202	21968.634	54.568
ORF2-class10-C	pdb7yer_A,B,C,D_bioassembly	1743	214	0	0.000	38.824	60915.743	7410.500	7410.500	0.000	68326.243	68372.076	-45.834
ORF2-class10-C	ORF2-class16-thumb	214	84	39	1.537	79.140	7410.500	2912.083	2775.780	136.304	10322.583	10258.002	64.581
ORF2-class10-C	pdb2e9r_X_bioassembly	476	214	55	4.339	113.683	16908.909	7410.500	7286.342	124.158	24319.409	24299.987	19.422
ORF2-class10-C	ORF2-class16-fingers	214	118	30	1.843	81.007	7410.500	4061.188	3954.387	106.801	11471.688	11438.476	33.212
ORF2-class10-C	ORF2-class09-full	1275	214	212	0.374	43.039	44630.875	7410.500	6465.505	944.995	52041.374	51128.664	912.710
ORF2-class10-C	pdb1bgw_A_bioassembly	679	214	48	4.572	96.409	24026.488	7410.500	7280.115	130.385	31436.987	31393.405	43.582
ORF2-class10-C	ORF2-C	214	214	214	1.416	24.878	7410.500	7394.489	6623.096	771.393	14804.989	14051.056	753.933
ORF2-class10-C	ORF2-class14-N	239	214	0	0.000	35.144	8433.539	7410.500	7410.500	0.000	15844.038	15886.191	-42.153
ORF2-class10-C	ORF2-class04-C	214	214	212	0.499	39.583	7410.500	7411.825	6423.986	987.839	14822.325	13866.651	955.674
ORF2-class10-C	ORF2-class20-N	239	214	0	0.000	35.144	8436.414	7410.500	7410.500	0.000	15846.914	15889.067	-42.153
ORF2-class10-C	ORF2-class05-C	214	214	212	0.433	29.372	7410.500	7404.174	6431.043	973.131	14814.674	13863.497	951.177
ORF2-class10-C	ORF2-class03-fingers	214	118	30	1.843	81.007	7410.500	4061.188	3954.387	106.801	11471.688	11438.476	33.212
ORF2-class10-C	ORF2-class03-palm	218	214	22	1.681	64.238	7611.973	7410.500	7327.235	83.264	15022.472	14995.992	26.480
ORF2-class10-C	ORF2-class13-C	214	214	214	1.317	24.878	7409.747	7410.500	6642.844	767.656	14820.247	14070.052	750.195
ORF2-class10-C	ORF2-class17-thumb	214	84	39	1.537	79.140	7410.500	2913.424	2777.121	136.304	10323.924	10259.343	64.581
ORF2-class10-C	ORF2-class10-wrist	214	201	56	3.405	145.798	7410.500	7075.239	6916.546	158.693	14485.738	14465.426	20.313
ORF2-class10-C	ORF2-class18-fingers	214	118	30	1.843	81.007	7410.500	4061.188	3954.387	106.801	11471.688	11438.476	33.212
ORF2-class10-C	pdb7sr6_A_bioassembly	566	214	45	5.662	107.018	19896.180	7410.500	7299.217	111.283	27306.680	27293.146	13.534
ORF2-class10-C	ORF2-class15-C	214	214	212	0.495	39.265	7417.664	7410.500	6421.174	989.325	14828.164	13870.686	957.478
ORF2-class10-C	ORF2-class13-tower	214	201	41	2.264	73.965	7410.500	7005.336	6888.370	116.965	14415.835	14365.417	50.418
ORF2-class10-C	ORF2-class12-palm	218	214	22	1.681	64.238	7611.973	7410.500	7327.235	83.264	15022.472	14995.992	26.480
ORF2-class10-C	ORF2-class08-N	239	214	0	0.000	35.144	8432.275	7410.500	7410.500	0.000	15842.775	15884.928	-42.153
ORF2-class10-C	ORF2-class13-N	239	214	0	0.000	35.144	8432.558	7410.500	7410.500	0.000	15843.057	15885.210	-42.153
ORF2-class10-C	pdb6tz2_A,B_bioassembly	1709	214	0	0.000	38.789	60148.299	7410.500	7410.500	0.000	67558.798	67604.597	-45.799
ORF2-class10-C	ORF2-class19-tower	214	201	48	1.868	80.923	7410.500	7038.035	6872.419	165.616	14448.535	14356.424	92.110
ORF2-class10-C	ORF2-class05-N	239	214	0	0.000	35.144	8433.349	7410.500	7410.500	0.000	15843.849	15886.002	-42.153
ORF2-class10-C	ORF2-class10-palm	218	214	22	1.681	64.238	7611.973	7410.500	7327.235	83.264	15022.472	14995.992	26.480
ORF2-class10-C	pdb7kqn_A_bioassembly	596	214	62	3.797	83.763	20782.457	7410.500	7243.261	167.239	28192.957	28100.116	92.841
ORF2-class10-C	pdb7mez_A,B_bioassembly	1536	214	0	0.000	38.599	53841.285	7410.500	7410.500	0.000	61251.785	61297.393	-45.608
ORF2-class10-C	ORF2-class12-RT	420	214	68	7.941	120.698	14596.728	7410.500	7243.945	166.555	22007.227	21952.659	54.568
ORF2-class10-C	ORF2-class19-full	1275	214	212	0.488	66.233	44595.580	7410.500	6464.852	945.648	52006.080	51115.912	890.168
ORF2-class10-C	ORF2-class01-RT	420	214	68	7.941	120.698	14604.173	7410.500	7243.945	166.555	22014.672	21960.104	54.568
ORF2-class10-C	ORF2-class11-thumb	214	84	39	1.537	79.140	7410.500	2901.222	2764.919	136.304	10311.722	10247.140	64.581
ORF2-class10-C	ORF2-class20-wrist	214	201	0	0.000	34.806	7410.500	7068.299	7068.299	0.000	14478.798	14520.613	-41.815
ORF2-class10-C	ORF2-class11-RT	420	214	68	7.941	120.698	14617.060	7410.500	7243.945	166.555	22027.560	21972.992	54.568
ORF2-class10-C	ORF2-class13-thumb	214	84	39	1.537	79.140	7410.500	2880.466	2744.163	136.304	10290.966	10226.385	64.581
ORF2-class10-C	ORF2-class07-tower	214	201	40	2.451	62.796	7410.500	7038.804	6907.689	131.115	14449.304	14373.567	75.737
ORF2-class10-C	ORF2-class15-thumb	214	84	39	1.537	79.140	7410.500	2883.521	2747.218	136.304	10294.021	10229.439	64.581
ORF2-class10-C	ORF2-class11-wrist	214	201	44	5.243	99.505	7410.500	7070.028	6941.948	128.080	14480.527	14444.535	35.993
ORF2-class10-C	ORF2-class17-tower	214	201	51	4.687	78.341	7410.500	7042.089	6911.544	130.545	14452.588	14392.967	59.622
ORF2-class10-C	ORF2-class08-tower	214	201	35	2.910	74.582	7410.500	7033.134	6943.044	90.089	14443.633	14420.708	22.925
ORF2-class10-C	pdb1h4s_A_bioassembly	473	214	50	3.092	105.612	16623.739	7410.500	7267.492	143.008	24034.238	23987.909	46.330
ORF2-class10-C	ORF2-class12-fingers	214	118	30	1.843	81.007	7410.500	4061.188	3954.387	106.801	11471.688	11438.476	33.212
ORF2-class10-C	ORF2-class17-wrist	214	201	64	5.841	121.050	7410.500	7084.026	6938.083	145.942	14494.525	14462.215	32.311
ORF2-class10-C	pdb4pqu_B_bioassembly	412	214	22	1.360	65.689	14449.584	7410.500	7325.582	84.918	21860.083	21832.179	27.904
ORF2-class10-C	ORF2-class06-wrist	214	201	66	5.227	111.019	7410.500	7080.893	6921.026	159.868	14491.393	14435.126	56.267
ORF2-class10-C	pdb4k50_A_bioassembly	460	214	24	1.514	67.354	16165.198	7410.500	7334.345	76.155	23575.698	23558.015	17.683
ORF2-class10-C	ORF2-class11-palm	218	214	22	1.681	64.238	7611.973	7410.500	7327.235	83.264	15022.472	14995.992	26.480
ORF2-class10-C	ORF2-class04-wrist	214	201	66	5.933	110.925	7410.500	7072.663	6919.445	153.218	14483.163	14433.451	49.711
ORF2-class10-C	ORF2-class01-full	1275	214	214	1.428	64.442	44648.019	7410.500	6625.667	784.833	52058.519	51327.374	731.145
ORF2-class10-C	pdb7r06_A_bioassembly	597	214	53	3.896	114.932	20796.948	7410.500	7278.845	131.655	28207.448	28181.357	26.091
ORF2-class10-C	ORF2-class02-full	1275	214	214	1.428	64.442	44648.019	7410.500	6625.667	784.833	52058.519	51327.374	731.145
ORF2-class10-C	ORF2-class01-C	214	214	212	1.465	29.372	7410.500	7429.831	6646.132	783.699	14840.331	14078.586	761.745
ORF2-class10-C	ORF2-thumb	214	84	39	1.527	79.140	7410.500	2871.452	2736.345	135.108	10281.952	10218.566	63.386
ORF2-class10-C	ORF2-class13-RT	420	214	68	7.941	120.698	14596.304	7410.500	7243.945	166.555	22006.804	21952.236	54.568
ORF2-class10-C	ORF2-class17-palm	218	214	22	1.681	64.238	7611.973	7410.500	7327.235	83.264	15022.472	14995.992	26.480
ORF2-class10-C	ORF2-class20-palm	218	214	22	1.681	64.238	7611.973	7410.500	7327.235	83.264	15022.472	14995.992	26.480
ORF2-class10-C	ORF2-class10-RT	420	214	68	7.941	120.698	14624.608	7410.500	7243.945	166.555	22035.108	21980.540	54.568
ORF2-class10-C	pdb5tsn_A_bioassembly	500	214	49	3.256	115.608	17480.605	7410.500	7284.987	125.512	24891.104	24872.162	18.942
ORF2-class10-C	ORF2-class11-full	1275	214	214	1.666	40.804	44621.884	7410.500	6626.235	784.265	52032.383	51278.169	754.215
ORF2-class10-C	ORF2-palm	218	214	81	5.651	138.931	7609.145	7410.500	7262.594	147.905	15019.645	15003.216	16.429
ORF2-class10-C	ORF2-class04-fingers	214	118	30	1.843	81.007	7410.500	4061.188	3954.387	106.801	11471.688	11438.476	33.212
ORF2-class10-C	ORF2-class14-palm	218	214	22	1.681	64.238	7611.973	7410.500	7327.235	83.264	15022.472	14995.992	26.480
ORF2-class10-C	ORF2-class04-full	1275	214	212	0.462	55.178	44602.674	7410.500	6470.504	939.996	52013.173	51117.602	895.572
ORF2-class10-C	pdb4pqu_A,B_bioassembly	957	214	0	0.000	37.745	33655.789	7410.500	7410.500	0.000	41066.288	41111.043	-44.754
ORF2-class10-C	ORF2-class14-RT	420	214	68	7.941	120.698	14602.366	7410.500	7243.945	166.555	22012.866	21958.298	54.568
ORF2-class10-C	ORF2-crystal-full	697	214	37	4.542	110.705	24310.906	7410.500	7307.036	103.464	31721.406	31718.993	2.413
ORF2-class10-C	ORF2-class15-wrist	214	201	66	4.883	128.244	7410.500	7064.710	6903.776	160.934	14475.210	14435.102	40.108
ORF2-class10-C	ORF2-class08-thumb	214	84	39	1.537	79.140	7410.500	2894.454	2758.150	136.304	10304.953	10240.372	64.581
ORF2-class10-C	ORF2-class04-palm	218	214	22	1.681	64.238	7611.973	7410.500	7327.235	83.264	15022.472	14995.992	26.480
ORF2-class10-C	ORF2-class15-N	239	214	0	0.000	35.144	8420.752	7410.500	7410.500	0.000	15831.252	15873.405	-42.153
ORF2-class10-C	pdb4wta_A_bioassembly	535	214	59	5.089	87.323	18715.109	7410.500	7283.307	127.193	26125.608	26076.575	49.033
ORF2-class10-C	pdb1mu2_B_bioassembly	402	214	53	2.566	109.726	14131.938	7410.500	7270.812	139.687	21542.438	21503.847	38.590
ORF2-class10-C	pdb5g2x_C_bioassembly	486	214	60	3.918	100.342	17566.509	7410.500	7293.026	117.474	24977.009	24950.892	26.117
ORF2-class10-C	ORF2-class17-fingers	214	118	30	1.843	81.007	7410.500	4061.188	3954.387	106.801	11471.688	11438.476	33.212
